iter	Accuracy	Logloss
875	0.7843901951	0.4674125167
876	0.7843776953	0.4674109054
877	0.7843901951	0.4674081711
878	0.7843901951	0.4674075363
879	0.7843901951	0.4674055832
880	0.784402695	0.4674039719
881	0.7843901951	0.4674021653
882	0.7843776953	0.4674003587
883	0.7843651954	0.4673988938
884	0.7844276947	0.4673976732
885	0.7844401945	0.4673955247
886	0.7844401945	0.4673949876
887	0.7844401945	0.4673943529
888	0.7844276947	0.4673939623
889	0.7844151948	0.4673933763
890	0.7843776953	0.4673821948
891	0.784402695	0.4673806324
892	0.7844651942	0.4673601248
893	0.7844526943	0.467352703
894	0.784477694	0.4673480156
895	0.7844901939	0.4673475273
896	0.7844901939	0.4673344904
897	0.7844901939	0.4673322931
898	0.7845026937	0.4673231135
899	0.784477694	0.4673196956
900	0.784477694	0.4673195491
901	0.784477694	0.467319012
902	0.784477694	0.4673189632
903	0.7845151936	0.4673091
904	0.7845276934	0.4672995787
905	0.7845026937	0.4672931823
906	0.7844651942	0.467285614
907	0.784477694	0.4672846863
908	0.7844901939	0.4672811707
909	0.7845026937	0.4672764833
910	0.7845026937	0.4672759462
911	0.7845026937	0.4672722841
912	0.7845026937	0.4672711122
913	0.7845026937	0.467270624
914	0.7845151936	0.4672670107
915	0.7845151936	0.4672666689
916	0.7845151936	0.4672662295
917	0.7844901939	0.4672599307
918	0.784477694	0.4672513371
919	0.7845026937	0.4672496281
920	0.7845026937	0.4672466497
921	0.7845026937	0.4672314643
922	0.7845026937	0.467231269
923	0.7845026937	0.4672297065
924	0.784477694	0.4672246773
925	0.7844651942	0.4672239937
926	0.784477694	0.4672231148
927	0.784477694	0.4672226753
928	0.784477694	0.4672200387
929	0.784477694	0.4672161813
930	0.7844901939	0.4672159371
931	0.784477694	0.4672156442
932	0.7844901939	0.4672130563
933	0.7844901939	0.4672106149
934	0.7845151936	0.4672055857
935	0.7845151936	0.4672050974
936	0.7845026937	0.4671973827
937	0.7845276934	0.4671969432
938	0.7844901939	0.4671900586
939	0.7845026937	0.4671833692
940	0.7845026937	0.4671830762
941	0.7845026937	0.4671789747
942	0.7845026937	0.4671789259
943	0.7845026937	0.4671785353
944	0.784477694	0.4671703811
945	0.7844901939	0.4671700393
946	0.7845401932	0.4671660354
947	0.7845276934	0.4671649124
948	0.7845276934	0.4671645218
949	0.7845276934	0.4671561234
950	0.7845151936	0.4671550981
951	0.7845276934	0.4671547074
952	0.7845401932	0.4671544633
953	0.7845401932	0.4671491899
954	0.7845651929	0.4671437701
955	0.7845526931	0.4671434771
956	0.7845776928	0.4671393756
957	0.7845776928	0.4671390826
958	0.7845901926	0.4671375202
959	0.7845901926	0.467136446
960	0.7845901926	0.4671321491
961	0.7845776928	0.4671310261
962	0.7845901926	0.4671216024
963	0.7846026925	0.4671191122
964	0.7846151923	0.4671184774
965	0.7846151923	0.4671177938
966	0.7846151923	0.4671175985
967	0.7846276922	0.4671163778
968	0.7846151923	0.4671154989
969	0.7846151923	0.4671111045
970	0.7846151923	0.4671108603
971	0.7845776928	0.4671103721
972	0.7845776928	0.4671092979
973	0.7845776928	0.4671090537
974	0.7845526931	0.4671070518
975	0.7845776928	0.4670898645
976	0.7845651929	0.4670844935
977	0.7845776928	0.4670820521
978	0.7845901926	0.4670815638
979	0.7845901926	0.467079806
980	0.7845901926	0.4670753139
981	0.7845901926	0.4670740444
982	0.7845901926	0.4670725307
983	0.7845901926	0.4670725796
984	0.7846026925	0.4670678433
985	0.7846151923	0.4670648648
986	0.7846151923	0.4670642301
987	0.7846151923	0.4670640836
988	0.7846151923	0.4670639859
989	0.7846151923	0.4670638394
990	0.7846276922	0.467063107
991	0.7846776915	0.4670552946
992	0.7846651917	0.4670476287
993	0.7846651917	0.4670451385
994	0.7846151923	0.4670323457
995	0.7846276922	0.4670305391
996	0.7846276922	0.4670306856
997	0.7847026912	0.4670204318
998	0.7846901914	0.467019797
999	0.7846901914	0.4670196994
